,stellar_mass_bin_start,stellar_mass_bin_end,mag_lim_pop,selected_pop
0,6.5526366,6.661584,5.504859873791912e-06,0.0
1,6.661584,6.7705307,1.7432056267007724e-05,0.0
2,6.7705307,6.879478,2.844177601459155e-05,0.0
3,6.879478,6.988425,5.229616880102317e-05,0.0
4,6.988425,7.097372,7.248065500492685e-05,0.0
5,7.097372,7.2063193,0.00010459233760204634,9.174766456319855e-07
6,7.2063193,7.315266,0.0001568885064030695,9.174766456319855e-07
7,7.315266,7.4242134,0.00018808271235455702,1.834953291263971e-06
8,7.4242134,7.5331607,0.0002715730871070677,5.504859873791912e-06
9,7.5331607,7.6421075,0.0003660731816071622,1.834953291263971e-06
10,7.6421075,7.751055,0.00047617037908300044,1.834953291263971e-06
11,7.751055,7.8600016,0.0005963598196607905,1.834953291263971e-06
12,7.8600016,7.968949,0.0007257240266949005,4.5873832281599275e-06
13,7.968949,8.077896,0.0009835349641174884,8.25728981068787e-06
14,8.077896,8.186843,0.0013340110427489068,5.504859873791912e-06
15,8.186843,8.29579,0.0016560453453657337,1.1009719747583825e-05
16,8.29579,8.404737,0.002138638060968158,1.5597102975743753e-05
17,8.404737,8.513684,0.0025579248880219754,1.651457962137574e-05
18,8.513684,8.622631,0.0031882313435711495,3.302915924275148e-05
19,8.622631,8.731579,0.003731377517785285,2.6606822723327578e-05
20,8.731579,8.840526,0.0045093977132812085,4.128644905343934e-05
21,8.840526,8.949472,0.005768175671088292,4.036897240780736e-05
22,8.949472,9.05842,0.0074214685865171305,4.036897240780736e-05
23,9.05842,9.167367,0.009978475997893473,4.312140234470331e-05
24,9.167367,9.276314,0.014470441654907674,8.440785139814265e-05
25,9.276314,9.385262,0.020273481438529983,0.00017065065608754928
26,9.385262,9.494208,0.025682006264530537,0.00026698570387890776
27,9.494208,9.603155,0.031354764364473105,0.0004091945839518655
28,9.603155,9.712102,0.03944140351907342,0.0005339714077578155
29,9.712102,9.82105,0.050257535694428895,0.0008000396349910913
30,9.82105,9.9299965,0.06128927488150789,0.0010872098250739027
31,9.9299965,10.038943,0.06873092795422893,0.0015422782413073675
32,10.038943,10.147891,0.07069983283575516,0.002079002079002079
33,10.147891,10.256838,0.06661797923933846,0.0026166433933424225
34,10.256838,10.365785,0.0642123554744914,0.002965284518682577
35,10.365785,10.474732,0.07037321114991017,0.0033148431206683634
36,10.474732,10.583679,0.0890300987388366,0.00428369845845574
37,10.583679,10.692626,0.13013947479966897,0.006206729507700381
38,10.692626,10.801574,0.20813783435142658,0.012369420136410427
39,10.801574,10.910521,0.3523312164088863,0.034075082618771936
40,10.910521,11.019467,0.6558792820928743,0.13270106959427347
41,11.019467,11.128415,0.9754574997293444,0.4228943452244423
42,11.128415,11.237362,1.0,0.6402023586489606
43,11.237362,11.346309,0.762712097663554,0.6111981694505967
44,11.346309,11.4552555,0.47481985346063016,0.4481726617648948
45,11.4552555,11.564203,0.2541474531765794,0.25024817743264344
46,11.564203,11.67315,0.11343589498929305,0.1131679918087685
47,11.67315,11.782097,0.03998546716993319,0.039941428290942854
48,11.782097,11.891045,0.01200518190809453,0.011973987702143042
49,11.891045,11.999991,0.003228600315978957,0.003207498353129421
