mask_mag,mask_radius
4.0,429.18637985
9.0,80.95037032
10.0,57.98737129
10.5,36.80882682
11.5,26.36735446
12.0,25.29190318
12.5,21.40616169
13.5,15.33392671
14.0,13.74150366
14.5,13.56870306
15.0,12.03092488
15.5,11.10823009
16.0,9.79334208
17.0,7.01528803
18.0,5.02527796
