,stellar_mass_bin_start,stellar_mass_bin_end,mag_lim_pop,selected_pop
0,6.081044,6.19942,1.1199646389831318e-06,0.0
1,6.19942,6.317796,5.9731447412433695e-06,0.0
2,6.317796,6.436172,1.6052826492091557e-05,0.0
3,6.436172,6.5545483,4.442526401299756e-05,0.0
4,6.5545483,6.672924,7.130441534859273e-05,0.0
5,6.672924,6.7913003,9.370370812825537e-05,0.0
6,6.7913003,6.909676,0.00013476907822430352,0.0
7,6.909676,7.0280523,0.0001657547665695035,0.0
8,7.0280523,7.146428,0.00019860706264634206,7.466430926554212e-07
9,7.146428,7.264804,0.0002363125388254408,7.466430926554212e-07
10,7.264804,7.38318,0.00024116571892770106,2.2399292779662636e-06
11,7.38318,7.501556,0.00026207172552205287,3.733215463277106e-06
12,7.501556,7.619932,0.0002519920437712047,4.479858555932527e-06
13,7.619932,7.738308,0.0002318326802695083,4.479858555932527e-06
14,7.738308,7.856684,0.0002635650117073637,4.853180102260238e-06
15,7.856684,7.97506,0.00029492402159889136,3.733215463277106e-06
16,7.97506,8.093436,0.0003288962823147131,2.613250824293974e-06
17,8.093436,8.211812,0.0003692150093181058,3.733215463277106e-06
18,8.211812,8.330188,0.000464412003631672,1.866607731638553e-06
19,8.330188,8.448564,0.000724990442968414,5.9731447412433695e-06
20,8.448564,8.56694,0.0011744695847469777,3.3598939169493954e-06
21,8.56694,8.685316,0.0022130501266306685,7.839752472881923e-06
22,8.685316,8.803692,0.004406687532852296,2.1652649687007215e-05
23,8.803692,8.922068,0.005871974602188561,4.6291871744636114e-05
24,8.922068,9.040443,0.006202364170688584,6.010476895876141e-05
25,9.040443,9.15882,0.00699716574282028,7.989081091413007e-05
26,9.15882,9.277196,0.009454368160749271,9.183710039661681e-05
27,9.277196,9.395572,0.013713220361255794,0.0001332757920389927
28,9.395572,9.5139475,0.020260160319204856,0.0001978604195536866
29,9.5139475,9.632324,0.031114110957136714,0.00030313709561810104
30,9.632324,9.7507,0.04884987098007359,0.0005047307306350647
31,9.7507,9.869076,0.0784146975199503,0.0007589627036842356
32,9.869076,9.987452,0.12608636569981363,0.0010755393749701343
33,9.987452,10.105827,0.18473368734171167,0.0015138188703588665
34,10.105827,10.224204,0.24585837076504038,0.002021536173364553
35,10.224204,10.34258,0.32314675717971997,0.00271180771252449
36,10.34258,10.460956,0.4699087900798012,0.0038511850719166628
37,10.460956,10.579331,0.6985514377359392,0.005386656591962536
38,10.579331,10.697708,0.9319961204424906,0.007115508673006164
39,10.697708,10.816084,1.0,0.010845364242366321
40,10.816084,10.93446,0.9165088760930855,0.0208724076551823
41,10.93446,11.052835,0.7585647429158503,0.036305893701916184
42,11.052835,11.171211,0.543333298489989,0.05204438345199981
43,11.171211,11.289588,0.34455600121852153,0.06726806278969752
44,11.289588,11.407964,0.20660697006259857,0.11956331832082955
45,11.407964,11.52634,0.11525817424857839,0.11069581163090744
46,11.52634,11.644715,0.057382134921393414,0.05663698511492331
47,11.644715,11.763092,0.025288054905146462,0.0251349930711521
48,11.763092,11.881468,0.009589510560519902,0.009554418335165097
49,11.881468,11.999844,0.003051903641229034,0.0030388373871075643
