,stellar_mass_bin_center,completeness
0,6.555747985839844,0.5728087716538971
1,6.66685371009671,0.5728116316865596
2,6.777959434353575,0.5728144917477824
3,6.889065158610442,0.5728202119559112
4,7.000170882867307,0.572827362376732
5,7.111276607124173,0.5728423788415374
6,7.222382331381039,0.5728645474428499
7,7.333488055637905,0.5728845721704826
8,7.44459377989477,0.5729375014045891
9,7.555699504151637,0.5730119049700191
10,7.666805228408502,0.5730999264411111
11,7.777910952665368,0.5732631597357122
12,7.889016676922234,0.5734422505220302
13,8.0001224011791,0.5737089448397175
14,8.111228125435966,0.5740677959740745
15,8.22233384969283,0.5745934318012211
16,8.333439573949697,0.5752838879040811
17,8.444545298206563,0.5761643784017929
18,8.55565102246343,0.5772217721850172
19,8.666756746720296,0.5784527649726018
20,8.77786247097716,0.5798722953104604
21,8.888968195234026,0.5814508362899138
22,9.000073919490893,0.5833003893533532
23,9.111179643747757,0.5855784691559685
24,9.222285368004624,0.5887115811946074
25,9.33339109226149,0.594128249351295
26,9.444496816518356,0.6034652156585765
27,9.555602540775222,0.6182282309399846
28,9.666708265032087,0.6396217308089347
29,9.777813989288953,0.6637108932054864
30,9.88891971354582,0.6862202819256279
31,10.000025437802684,0.704558396665774
32,10.11113116205955,0.7210601567881909
33,10.222236886316416,0.73778398540311
34,10.333342610573283,0.7538945545634199
35,10.444448334830149,0.7731337807469463
36,10.555554059087013,0.7966352664684174
37,10.66665978334388,0.8234644196808492
38,10.777765507600746,0.8529737999617518
39,10.88887123185761,0.8811971564210238
40,10.999976956114477,0.9015961036985295
41,11.111082680371343,0.9153899663582643
42,11.22218840462821,0.9261031583996817
43,11.333294128885075,0.9305710986766143
44,11.444399853141942,0.9322023727883693
45,11.555505577398806,0.9388283239938869
46,11.666611301655673,0.9468656012266321
47,11.777717025912537,0.9609681639773223
48,11.888822750169403,0.9782110091743119
