,stellar_mass_bin_start,stellar_mass_bin_end,mag_lim_pop,selected_pop
0,6.227802,6.3432455,1.23998812918031e-06,0.0
1,6.3432455,6.4586897,1.23998812918031e-06,0.0
2,6.4586897,6.5741334,1.1986551915409664e-05,0.0
3,6.5741334,6.689577,2.1493127572458706e-05,0.0
4,6.689577,6.8050213,3.7199643875409296e-05,0.0
5,6.8050213,6.920465,5.166617204917958e-05,0.0
6,6.920465,7.0359087,5.3732818931146765e-05,0.0
7,7.0359087,7.151353,7.067932336327767e-05,4.1332937639343666e-07
8,7.151353,7.2667966,8.183921652590045e-05,8.266587527868733e-07
9,7.2667966,7.3822403,9.671907407606418e-05,4.1332937639343666e-07
10,7.3822403,7.4976845,0.00011655888414294914,8.266587527868733e-07
11,7.4976845,7.613128,0.00015995846866426,2.8933056347540565e-06
12,7.613128,7.728572,0.0002107979819606527,8.266587527868733e-07
13,7.728572,7.844016,0.00029883713913245473,2.0666468819671833e-06
14,7.844016,7.95946,0.00037860970877638797,2.47997625836062e-06
15,7.95946,8.0749035,0.00047987540599277997,2.47997625836062e-06
16,8.0749035,8.190348,0.0005654345869062214,5.3732818931146765e-06
17,8.190348,8.305792,0.0007171264680426126,9.506575657049044e-06
18,8.305792,8.421235,0.000834925340314742,1.4053198797376846e-05
19,8.421235,8.536679,0.0010424166872642473,3.513299699344212e-05
20,8.536679,8.652123,0.001452026099270143,5.455947768393364e-05
21,8.652123,8.767567,0.002308444567157344,9.961237971081823e-05
22,8.767567,8.883011,0.0038075902153363386,0.00015127855175999782
23,8.883011,8.998455,0.005473720931578282,0.0002277444863927836
24,8.998455,9.113898,0.006634349820491052,0.00030007712726163503
25,9.113898,9.229342,0.007901204359136936,0.0003910095900681911
26,9.229342,9.344787,0.009716546980256908,0.0004385424683534363
27,9.344787,9.46023,0.011242559037901478,0.0005092217917167139
28,9.46023,9.575674,0.0123998812918031,0.0006319806165055647
29,9.575674,9.691118,0.015599877323841086,0.0008270720821632667
30,9.691118,9.806561,0.020801627525752486,0.0010436566753934276
31,9.806561,9.922006,0.029118227908164825,0.0012680945267750637
32,9.922006,10.03745,0.04457963989091411,0.0015557717727448957
33,10.03745,10.152893,0.06833863910476164,0.0020149807099180037
34,10.152893,10.268337,0.09753457293568843,0.002406403629362588
35,10.268337,10.383781,0.1458829500805579,0.002792453266914058
36,10.383781,10.499225,0.21340526366694249,0.003469073456070114
37,10.499225,10.614669,0.3216169610536262,0.004851246890729766
38,10.614669,10.730113,0.5443171757369043,0.007387849273656287
39,10.730113,10.845556,0.8680235167881993,0.012685078561514572
40,10.845556,10.961,1.0,0.027086714023191086
41,10.961,11.076445,0.8783026050497277,0.05527577749322347
42,11.076445,11.191888,0.6440010614298386,0.08754398857888267
43,11.191888,11.307332,0.4255511127240142,0.13818262379834817
44,11.307332,11.422776,0.259282757799732,0.20448313574811378
45,11.422776,11.538219,0.1441953262367435,0.1404179090658839
46,11.538219,11.653664,0.07129435747535111,0.07092484101285537
47,11.653664,11.769108,0.028851630460391058,0.028828484015313027
48,11.769108,11.884551,0.010110449875959854,0.010105903252819527
49,11.884551,11.999995,0.0027143340147756986,0.0027143340147756986
