,stellar_mass_bin_start,stellar_mass_bin_end,mag_lim_pop,selected_pop
0,6.3743315,6.486844,2.147074610842727e-06,0.0
1,6.486844,6.599357,4.294149221685454e-06,0.0
2,6.599357,6.7118697,6.44122383252818e-06,0.0
3,6.7118697,6.824383,3.435319377348363e-05,0.0
4,6.824383,6.9368954,6.226516371443907e-05,0.0
5,6.9368954,7.049408,9.232420826623726e-05,0.0
6,7.049408,7.161921,0.00015888352120236178,0.0
7,7.161921,7.2744336,0.00025335480407944177,2.147074610842727e-06
8,7.2744336,7.3869467,0.0003778851315083199,0.0
9,7.3869467,7.4994593,0.000581857219538379,2.147074610842727e-06
10,7.4994593,7.611972,0.0007321524422973699,0.0
11,7.611972,7.724485,0.001107890499194847,2.147074610842727e-06
12,7.724485,7.8369975,0.0013870101986044015,2.147074610842727e-06
13,7.8369975,7.9495106,0.0017627482555018787,2.147074610842727e-06
14,7.9495106,8.062023,0.0021986044015029522,2.147074610842727e-06
15,8.062023,8.174536,0.0030703166935050993,2.147074610842727e-06
16,8.174536,8.287048,0.00402361782071927,1.288244766505636e-05
17,8.287048,8.399562,0.005303274288781535,6.44122383252818e-06
18,8.399562,8.512074,0.006801932367149759,1.932367149758454e-05
19,8.512074,8.624587,0.007658615136876007,3.0059044551798175e-05
20,8.624587,8.7371,0.009455716586151368,1.7176596886741814e-05
21,8.7371,8.849612,0.011583467525496511,8.588298443370907e-06
22,8.849612,8.962126,0.014353193773483628,3.0059044551798175e-05
23,8.962126,9.074638,0.01868599033816425,5.367686527106817e-05
24,9.074638,9.187151,0.023720880300590445,6.226516371443907e-05
25,9.187151,9.299664,0.03232850241545894,0.00011379495437466452
26,9.299664,9.412176,0.044957595276435856,0.0002576489533011272
27,9.412176,9.52469,0.06674825550187868,0.0006655931293612453
28,9.52469,9.637202,0.09160279119699409,0.0010756843800322062
29,9.637202,9.749715,0.12218142780461622,0.0012925389157273214
30,9.749715,9.862227,0.15130864197530863,0.001618894256575416
31,9.862227,9.97474,0.15961567364465915,0.0018293075684380031
32,9.97474,10.087254,0.14276328502415458,0.0017498658078368224
33,10.087254,10.199766,0.11556199677938808,0.0019452495974235104
34,10.199766,10.312279,0.09191196994095545,0.0023059581320450887
35,10.312279,10.424791,0.09178958668813741,0.0032420826623725174
36,10.424791,10.537304,0.11286312399355877,0.0048738593666129894
37,10.537304,10.649817,0.15060440150295223,0.008979066022544283
38,10.649817,10.76233,0.19993129361245304,0.016925389157273214
39,10.76233,10.874843,0.261638217928073,0.034965110037573806
40,10.874843,10.987355,0.3670531400966184,0.0997788513150832
41,10.987355,11.099868,0.6093075684380033,0.32650993022007513
42,11.099868,11.212381,0.9353558776167472,0.7323800322061191
43,11.212381,11.324894,1.0,0.8817219538378959
44,11.324894,11.437407,0.7272442297369833,0.6681202361782071
45,11.437407,11.549919,0.4068706387546967,0.3869329039184112
46,11.549919,11.662432,0.18834353193773484,0.18378743961352656
47,11.662432,11.774945,0.07150402576489533,0.07077831454643049
48,11.774945,11.887458,0.022443370907139024,0.022329575952764358
49,11.887458,11.99997,0.005852925389157273,0.005844337090713902
