,stellar_mass_bin_center,completeness
0,6.3368611335754395,0.03019184982633915
1,6.452432496207101,0.030191854243167258
2,6.568003858838763,0.030191867493659333
3,6.6835752214704245,0.03019190135608081
4,6.799146584102085,0.0301919455245708
5,6.914717946733747,0.03019202944505782
6,7.030289309365409,0.030192178147417367
7,7.14586067199707,0.03019229999308026
8,7.261432034628732,0.030192623907941026
9,7.377003397260394,0.030192922621988964
10,7.4925747598920545,0.030193330478859172
11,7.608146122523717,0.030193683513614924
12,7.723717485155378,0.03019398502129431
13,7.8392888477870395,0.030194429023942627
14,7.954860210418701,0.030195105371590366
15,8.070431573050364,0.030196525844393717
16,8.186002935682025,0.030198639731058196
17,8.301574298313685,0.030200528877554488
18,8.417145660945348,0.030202107301890085
19,8.532717023577009,0.030204913977388656
20,8.64828838620867,0.03021525310325986
21,8.763859748840332,0.03023329027480524
22,8.879431111471995,0.030258590335575732
23,8.995002474103655,0.030287429443052148
24,9.110573836735316,0.030324321079281038
25,9.226145199366979,0.030387743002508107
26,9.34171656199864,0.030499162340650376
27,9.4572879246303,0.03067995294268286
28,9.572859287261963,0.03094407177291494
29,9.688430649893625,0.031328475310873634
30,9.804002012525286,0.031912884492890085
31,9.919573375156947,0.03290049877711036
32,10.03514473778861,0.03452010836293817
33,10.15071610042027,0.03713134110525373
34,10.266287463051931,0.041403370627219334
35,10.381858825683594,0.047738937659598794
36,10.497430188315256,0.056756993481350874
37,10.613001550946917,0.0701095977928328
38,10.728572913578578,0.08939832914277145
39,10.84414427621024,0.11781688059120965
40,10.959715638841901,0.1610244240720267
41,11.075287001473562,0.2269617537926543
42,11.190858364105225,0.3395498831334688
43,11.306429726736887,0.5259678615885629
44,11.422001089368548,0.6106031445828866
45,11.537572452000209,0.6336917341877445
46,11.653143814631871,0.660786775476041
47,11.768715177263532,0.6796039077556988
48,11.884286539895193,0.6945908460471567
