,stellar_mass_bin_center,completeness
0,6.552636623382568,0.48180911991770614
1,6.663807129373356,0.4818095851474342
2,6.774977635364143,0.48181105838083377
3,6.886148141354931,0.4818136171760461
4,6.997318647345718,0.48181819205946336
5,7.108489153336506,0.4818249382325033
6,7.219659659327293,0.48183392757647614
7,7.33083016531808,0.48184764780607875
8,7.442000671308868,0.48186507982493754
9,7.553171177299655,0.48188769236117995
10,7.664341683290443,0.481922437624973
11,7.77551218928123,0.481963466680962
12,7.886682695272017,0.4820178448204522
13,7.997853201262805,0.48208371811418066
14,8.109023707253591,0.4821762157887659
15,8.22019421324438,0.4822944710717494
16,8.331364719235168,0.4824497438950989
17,8.442535225225955,0.4826475155842755
18,8.553705731216741,0.48288459813839035
19,8.66487623720753,0.48316621778302266
20,8.776046743198318,0.4835115015959477
21,8.887217249189105,0.4839357332337551
22,8.998387755179891,0.4844952564805334
23,9.10955826117068,0.4852134899936949
24,9.220728767161466,0.4862407495240756
25,9.331899273152255,0.4877478045573308
26,9.443069779143041,0.4897721482366794
27,9.55424028513383,0.4922616772254545
28,9.665410791124616,0.49539925877544805
29,9.776581297115403,0.4994656340321915
30,9.887751803106191,0.5046291280695058
31,9.99892230909698,0.5107492034794853
32,10.110092815087766,0.5173549181087455
33,10.221263321078553,0.5237925811611575
34,10.332433827069341,0.5298407738412644
35,10.44360433306013,0.5364002745654065
36,10.554774839050916,0.5445703495418821
37,10.665945345041703,0.5566875866309625
38,10.777115851032491,0.5769710058375661
39,10.88828635702328,0.6126918880887517
40,10.999456863014066,0.6818211015567716
41,11.110627369004852,0.7806524519951737
42,11.22179787499564,0.8767741945390971
43,11.332968380986427,0.9602179513365002
44,11.444138886977214,0.9884218740956149
45,11.555309392968002,0.9976600627323653
46,11.66647989895879,0.998240442050348
47,11.777650404949577,0.9965854768950603
48,11.888820910940364,0.9937158469945355
